,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title
461,0.0,3,male,34.0,0,0,8.05,S,Mr.
462,0.0,1,male,47.0,0,0,38.5,S,Mr.
463,0.0,2,male,48.0,0,0,13.0,S,Mr.
464,0.0,3,male,25.962263610315187,0,0,8.05,S,Mr.
465,0.0,3,male,38.0,0,0,7.05,S,Mr.
466,0.0,2,male,30.815379746835443,0,0,0.0,S,Mr.
467,0.0,1,male,56.0,0,0,26.55,S,Mr.
468,0.0,3,male,25.962263610315187,0,0,7.725,Q,Mr.
469,1.0,3,female,0.75,2,1,19.2583,C,Miss.
470,0.0,3,male,25.962263610315187,0,0,7.25,S,Mr.
471,0.0,3,male,38.0,0,0,8.6625,S,Mr.
472,1.0,2,female,33.0,1,2,27.75,S,Mrs.
473,1.0,2,female,23.0,0,0,13.7917,C,Mrs.
474,0.0,3,female,22.0,0,0,9.8375,S,Miss.
475,0.0,1,male,41.02927152317881,0,0,52.0,S,Mr.
476,0.0,2,male,34.0,1,0,21.0,S,Mr.
477,0.0,3,male,29.0,1,0,7.0458,S,Mr.
478,0.0,3,male,22.0,0,0,7.5208,S,Mr.
479,1.0,3,female,2.0,0,1,12.2875,S,Miss.
480,0.0,3,male,9.0,5,2,46.9,S,Master.
481,0.0,2,male,30.815379746835443,0,0,0.0,S,Mr.
482,0.0,3,male,50.0,0,0,8.05,S,Mr.
483,1.0,3,female,63.0,0,0,9.5875,S,Mrs.
484,1.0,1,male,25.0,1,0,91.0792,C,Mr.
485,0.0,3,female,22.185328947368422,3,1,25.4667,S,Miss.
486,1.0,1,female,35.0,1,0,90.0,S,Mrs.
487,0.0,1,male,58.0,0,0,29.7,C,Mr.
488,0.0,3,male,30.0,0,0,8.05,S,Mr.
489,1.0,3,male,9.0,1,1,15.9,S,Master.
490,0.0,3,male,25.962263610315187,1,0,19.9667,S,Mr.
491,0.0,3,male,21.0,0,0,7.25,S,Mr.
492,0.0,1,male,55.0,0,0,30.5,S,Mr.
493,0.0,1,male,71.0,0,0,49.5042,C,Mr.
494,0.0,3,male,21.0,0,0,8.05,S,Mr.
495,0.0,3,male,25.962263610315187,0,0,14.4583,C,Mr.
496,1.0,1,female,54.0,1,0,78.2667,C,Miss.
497,0.0,3,male,25.962263610315187,0,0,15.1,S,Mr.
498,0.0,1,female,25.0,1,2,151.55,S,Mrs.
499,0.0,3,male,24.0,0,0,7.7958,S,Mr.
500,0.0,3,male,17.0,0,0,8.6625,S,Mr.
501,0.0,3,female,21.0,0,0,7.75,Q,Miss.
502,0.0,3,female,22.185328947368422,0,0,7.6292,Q,Miss.
503,0.0,3,female,37.0,0,0,9.5875,S,Miss.
504,1.0,1,female,16.0,0,0,86.5,S,Miss.
505,0.0,1,male,18.0,1,0,108.9,C,Other
506,1.0,2,female,33.0,0,2,26.0,S,Mrs.
507,1.0,1,male,41.02927152317881,0,0,26.55,S,Mr.
508,0.0,3,male,28.0,0,0,22.525,S,Mr.
509,1.0,3,male,26.0,0,0,56.4958,S,Mr.
510,1.0,3,male,29.0,0,0,7.75,Q,Mr.
511,0.0,3,male,25.962263610315187,0,0,8.05,S,Mr.
512,1.0,1,male,36.0,0,0,26.2875,S,Mr.
513,1.0,1,female,54.0,1,0,59.4,C,Mrs.
514,0.0,3,male,24.0,0,0,7.4958,S,Mr.
515,0.0,1,male,47.0,0,0,34.0208,S,Mr.
516,1.0,2,female,34.0,0,0,10.5,S,Mrs.
517,0.0,3,male,25.962263610315187,0,0,24.15,Q,Mr.
518,1.0,2,female,36.0,1,0,26.0,S,Mrs.
519,0.0,3,male,32.0,0,0,7.8958,S,Mr.
520,1.0,1,female,30.0,0,0,93.5,S,Miss.
521,0.0,3,male,22.0,0,0,7.8958,S,Mr.
522,0.0,3,male,25.962263610315187,0,0,7.225,C,Mr.
523,1.0,1,female,44.0,0,1,57.9792,C,Mrs.
524,0.0,3,male,25.962263610315187,0,0,7.2292,C,Mr.
525,0.0,3,male,40.5,0,0,7.75,Q,Mr.
526,1.0,2,female,50.0,0,0,10.5,S,Miss.
527,0.0,1,male,41.02927152317881,0,0,221.7792,S,Mr.
528,0.0,3,male,39.0,0,0,7.925,S,Mr.
529,0.0,2,male,23.0,2,1,11.5,S,Mr.
530,1.0,2,female,2.0,1,1,26.0,S,Miss.
531,0.0,3,male,25.962263610315187,0,0,7.2292,C,Mr.
532,0.0,3,male,17.0,1,1,7.2292,C,Mr.
533,1.0,3,female,22.185328947368422,0,2,22.3583,C,Mrs.
534,0.0,3,female,30.0,0,0,8.6625,S,Miss.
535,1.0,2,female,7.0,0,2,26.25,S,Miss.
536,0.0,1,male,45.0,0,0,26.55,S,Other
537,1.0,1,female,30.0,0,0,106.425,C,Miss.
538,0.0,3,male,25.962263610315187,0,0,14.5,S,Mr.
539,1.0,1,female,22.0,0,2,49.5,C,Miss.
540,1.0,1,female,36.0,0,2,71.0,S,Miss.
541,0.0,3,female,9.0,4,2,31.275,S,Miss.
542,0.0,3,female,11.0,4,2,31.275,S,Miss.
543,1.0,2,male,32.0,1,0,26.0,S,Mr.
544,0.0,1,male,50.0,1,0,106.425,C,Mr.
545,0.0,1,male,64.0,0,0,26.0,S,Mr.
546,1.0,2,female,19.0,1,0,26.0,S,Mrs.
547,1.0,2,male,30.815379746835443,0,0,13.8625,C,Other
548,0.0,3,male,33.0,1,1,20.525,S,Mr.
549,1.0,2,male,8.0,1,1,36.75,S,Master.
550,1.0,1,male,17.0,0,2,110.8833,C,Mr.
551,0.0,2,male,27.0,0,0,26.0,S,Mr.
552,0.0,3,male,25.962263610315187,0,0,7.8292,Q,Mr.
553,1.0,3,male,22.0,0,0,7.225,C,Mr.
554,1.0,3,female,22.0,0,0,7.775,S,Miss.
555,0.0,1,male,62.0,0,0,26.55,S,Mr.
556,1.0,1,female,48.0,1,0,39.6,C,Other
557,0.0,1,male,41.02927152317881,0,0,227.525,C,Mr.
558,1.0,1,female,39.0,1,1,79.65,S,Mrs.
559,1.0,3,female,36.0,1,0,17.4,S,Other
560,0.0,3,male,25.962263610315187,0,0,7.75,Q,Mr.
561,0.0,3,male,40.0,0,0,7.8958,S,Mr.
562,0.0,2,male,28.0,0,0,13.5,S,Mr.
563,0.0,3,male,25.962263610315187,0,0,8.05,S,Mr.
564,0.0,3,female,22.185328947368422,0,0,8.05,S,Miss.
565,0.0,3,male,24.0,2,0,24.15,S,Mr.
566,0.0,3,male,19.0,0,0,7.8958,S,Mr.
567,0.0,3,female,29.0,0,4,21.075,S,Mrs.
568,0.0,3,male,25.962263610315187,0,0,7.2292,C,Mr.
569,1.0,3,male,32.0,0,0,7.8542,S,Mr.
570,1.0,2,male,62.0,0,0,10.5,S,Mr.
571,1.0,1,female,53.0,2,0,51.4792,S,Mrs.
572,1.0,1,male,36.0,0,0,26.3875,S,Mr.
573,1.0,3,female,22.185328947368422,0,0,7.75,Q,Miss.
574,0.0,3,male,16.0,0,0,8.05,S,Mr.
575,0.0,3,male,19.0,0,0,14.5,S,Mr.
576,1.0,2,female,34.0,0,0,13.0,S,Miss.
577,1.0,1,female,39.0,1,0,55.9,S,Mrs.
578,0.0,3,female,22.185328947368422,1,0,14.4583,C,Mrs.
579,1.0,3,male,32.0,0,0,7.925,S,Mr.
580,1.0,2,female,25.0,1,1,30.0,S,Miss.
581,1.0,1,female,39.0,1,1,110.8833,C,Mrs.
582,0.0,2,male,54.0,0,0,26.0,S,Mr.
583,0.0,1,male,36.0,0,0,40.125,C,Mr.
584,0.0,3,male,25.962263610315187,0,0,8.7125,C,Mr.
585,1.0,1,female,18.0,0,2,79.65,S,Miss.
586,0.0,2,male,47.0,0,0,15.0,S,Mr.
587,1.0,1,male,60.0,1,1,79.2,C,Mr.
588,0.0,3,male,22.0,0,0,8.05,S,Mr.
589,0.0,3,male,25.962263610315187,0,0,8.05,S,Mr.
590,0.0,3,male,35.0,0,0,7.125,S,Mr.
591,1.0,1,female,52.0,1,0,78.2667,C,Mrs.
592,0.0,3,male,47.0,0,0,7.25,S,Mr.
593,0.0,3,female,22.185328947368422,0,2,7.75,Q,Miss.
594,0.0,2,male,37.0,1,0,26.0,S,Mr.
595,0.0,3,male,36.0,1,1,24.15,S,Other
596,1.0,2,female,27.499223300970876,0,0,33.0,S,Miss.
597,0.0,3,male,49.0,0,0,0.0,S,Mr.
598,0.0,3,male,25.962263610315187,0,0,7.225,C,Mr.
599,1.0,1,male,49.0,1,0,56.9292,C,Other
600,1.0,2,female,24.0,2,1,27.0,S,Mrs.
601,0.0,3,male,25.962263610315187,0,0,7.8958,S,Mr.
602,0.0,1,male,41.02927152317881,0,0,42.4,S,Mr.
603,0.0,3,male,44.0,0,0,8.05,S,Mr.
604,1.0,1,male,35.0,0,0,26.55,C,Mr.
605,0.0,3,male,36.0,1,0,15.55,S,Mr.
606,0.0,3,male,30.0,0,0,7.8958,S,Mr.
607,1.0,1,male,27.0,0,0,30.5,S,Mr.
608,1.0,2,female,22.0,1,2,41.5792,C,Mrs.
609,1.0,1,female,40.0,0,0,153.4625,S,Miss.
610,0.0,3,female,39.0,1,5,31.275,S,Mrs.
611,0.0,3,male,25.962263610315187,0,0,7.05,S,Mr.
612,1.0,3,female,22.185328947368422,1,0,15.5,Q,Miss.
613,0.0,3,male,25.962263610315187,0,0,7.75,Q,Mr.
614,0.0,3,male,35.0,0,0,8.05,S,Mr.
615,1.0,2,female,24.0,1,2,65.0,S,Miss.
616,0.0,3,male,34.0,1,1,14.4,S,Mr.
617,0.0,3,female,26.0,1,0,16.1,S,Mrs.
618,1.0,2,female,4.0,2,1,39.0,S,Miss.
619,0.0,2,male,26.0,0,0,10.5,S,Mr.
620,0.0,3,male,27.0,1,0,14.4542,C,Mr.
621,1.0,1,male,42.0,1,0,52.5542,S,Mr.
622,1.0,3,male,20.0,1,1,15.7417,C,Mr.
623,0.0,3,male,21.0,0,0,7.8542,S,Mr.
624,0.0,3,male,21.0,0,0,16.1,S,Mr.
625,0.0,1,male,61.0,0,0,32.3208,S,Mr.
626,0.0,2,male,57.0,0,0,12.35,Q,Other
627,1.0,1,female,21.0,0,0,77.9583,S,Miss.
628,0.0,3,male,26.0,0,0,7.8958,S,Mr.
629,0.0,3,male,25.962263610315187,0,0,7.7333,Q,Mr.
630,1.0,1,male,80.0,0,0,30.0,S,Mr.
631,0.0,3,male,51.0,0,0,7.0542,S,Mr.
632,1.0,1,male,32.0,0,0,30.5,C,Other
633,0.0,1,male,41.02927152317881,0,0,0.0,S,Mr.
634,0.0,3,female,9.0,3,2,27.9,S,Miss.
635,1.0,2,female,28.0,0,0,13.0,S,Miss.
636,0.0,3,male,32.0,0,0,7.925,S,Mr.
637,0.0,2,male,31.0,1,1,26.25,S,Mr.
638,0.0,3,female,41.0,0,5,39.6875,S,Mrs.
639,0.0,3,male,25.962263610315187,1,0,16.1,S,Mr.
640,0.0,3,male,20.0,0,0,7.8542,S,Mr.
641,1.0,1,female,24.0,0,0,69.3,C,Other
642,0.0,3,female,2.0,3,2,27.9,S,Miss.
643,1.0,3,male,25.962263610315187,0,0,56.4958,S,Mr.
644,1.0,3,female,0.75,2,1,19.2583,C,Miss.
645,1.0,1,male,48.0,1,0,76.7292,C,Mr.
646,0.0,3,male,19.0,0,0,7.8958,S,Mr.
647,1.0,1,male,56.0,0,0,35.5,C,Other
648,0.0,3,male,25.962263610315187,0,0,7.55,S,Mr.
649,1.0,3,female,23.0,0,0,7.55,S,Miss.
650,0.0,3,male,25.962263610315187,0,0,7.8958,S,Mr.
651,1.0,2,female,18.0,0,1,23.0,S,Miss.
652,0.0,3,male,21.0,0,0,8.4333,S,Mr.
653,1.0,3,female,22.185328947368422,0,0,7.8292,Q,Miss.
654,0.0,3,female,18.0,0,0,6.75,Q,Miss.
655,0.0,2,male,24.0,2,0,73.5,S,Mr.
656,0.0,3,male,25.962263610315187,0,0,7.8958,S,Mr.
657,0.0,3,female,32.0,1,1,15.5,Q,Mrs.
658,0.0,2,male,23.0,0,0,13.0,S,Mr.
659,0.0,1,male,58.0,0,2,113.275,C,Mr.
660,1.0,1,male,50.0,2,0,133.65,S,Other
661,0.0,3,male,40.0,0,0,7.225,C,Mr.
662,0.0,1,male,47.0,0,0,25.5875,S,Mr.
663,0.0,3,male,36.0,0,0,7.4958,S,Mr.
664,1.0,3,male,20.0,1,0,7.925,S,Mr.
665,0.0,2,male,32.0,2,0,73.5,S,Mr.
666,0.0,2,male,25.0,0,0,13.0,S,Mr.
667,0.0,3,male,25.962263610315187,0,0,7.775,S,Mr.
668,0.0,3,male,43.0,0,0,8.05,S,Mr.
669,1.0,1,female,37.037593984962406,1,0,52.0,S,Mrs.
670,1.0,2,female,40.0,1,1,39.0,S,Mrs.
671,0.0,1,male,31.0,1,0,52.0,S,Mr.
672,0.0,2,male,70.0,0,0,10.5,S,Mr.
673,1.0,2,male,31.0,0,0,13.0,S,Mr.
674,0.0,2,male,30.815379746835443,0,0,0.0,S,Mr.
675,0.0,3,male,18.0,0,0,7.775,S,Mr.
676,0.0,3,male,24.5,0,0,8.05,S,Mr.
677,1.0,3,female,18.0,0,0,9.8417,S,Miss.
678,0.0,3,female,43.0,1,6,46.9,S,Mrs.
679,1.0,1,male,36.0,0,1,512.3292,C,Mr.
680,0.0,3,female,22.185328947368422,0,0,8.1375,Q,Miss.
681,1.0,1,male,27.0,0,0,76.7292,C,Mr.
682,0.0,3,male,20.0,0,0,9.225,S,Mr.
683,0.0,3,male,14.0,5,2,46.9,S,Mr.
684,0.0,2,male,60.0,1,1,39.0,S,Mr.
685,0.0,2,male,25.0,1,2,41.5792,C,Mr.
686,0.0,3,male,14.0,4,1,39.6875,S,Mr.
687,0.0,3,male,19.0,0,0,10.1708,S,Mr.
688,0.0,3,male,18.0,0,0,7.7958,S,Mr.
689,1.0,1,female,15.0,0,1,211.3375,S,Miss.
690,1.0,1,male,31.0,1,0,57.0,S,Mr.
691,1.0,3,female,4.0,0,1,13.4167,C,Miss.
692,1.0,3,male,25.962263610315187,0,0,56.4958,S,Mr.
693,0.0,3,male,25.0,0,0,7.225,C,Mr.
694,0.0,1,male,60.0,0,0,26.55,S,Other
695,0.0,2,male,52.0,0,0,13.5,S,Mr.
696,0.0,3,male,44.0,0,0,8.05,S,Mr.
697,1.0,3,female,22.185328947368422,0,0,7.7333,Q,Miss.
698,0.0,1,male,49.0,1,1,110.8833,C,Mr.
699,0.0,3,male,42.0,0,0,7.65,S,Mr.
700,1.0,1,female,18.0,1,0,227.525,C,Mrs.
701,1.0,1,male,35.0,0,0,26.2875,S,Mr.
702,0.0,3,female,18.0,0,1,14.4542,C,Miss.
703,0.0,3,male,25.0,0,0,7.7417,Q,Mr.
704,0.0,3,male,26.0,1,0,7.8542,S,Mr.
705,0.0,2,male,39.0,0,0,26.0,S,Mr.
706,1.0,2,female,45.0,0,0,13.5,S,Mrs.
707,1.0,1,male,42.0,0,0,26.2875,S,Mr.
708,1.0,1,female,22.0,0,0,151.55,S,Miss.
709,1.0,3,male,25.962263610315187,1,1,15.2458,C,Master.
710,1.0,1,female,24.0,0,0,49.5042,C,Other
711,0.0,1,male,41.02927152317881,0,0,26.55,S,Mr.
712,1.0,1,male,48.0,1,0,52.0,S,Mr.
713,0.0,3,male,29.0,0,0,9.4833,S,Mr.
714,0.0,2,male,52.0,0,0,13.0,S,Mr.
715,0.0,3,male,19.0,0,0,7.65,S,Mr.
716,1.0,1,female,38.0,0,0,227.525,C,Miss.
717,1.0,2,female,27.0,0,0,10.5,S,Miss.
718,0.0,3,male,25.962263610315187,0,0,15.5,Q,Mr.
719,0.0,3,male,33.0,0,0,7.775,S,Mr.
720,1.0,2,female,6.0,0,1,33.0,S,Miss.
721,0.0,3,male,17.0,1,0,7.0542,S,Mr.
722,0.0,2,male,34.0,0,0,13.0,S,Mr.
723,0.0,2,male,50.0,0,0,13.0,S,Mr.
724,1.0,1,male,27.0,1,0,53.1,S,Mr.
725,0.0,3,male,20.0,0,0,8.6625,S,Mr.
726,1.0,2,female,30.0,3,0,21.0,S,Mrs.
727,1.0,3,female,22.185328947368422,0,0,7.7375,Q,Miss.
728,0.0,2,male,25.0,1,0,26.0,S,Mr.
729,0.0,3,female,25.0,1,0,7.925,S,Miss.
730,1.0,1,female,29.0,0,0,211.3375,S,Miss.
731,0.0,3,male,11.0,0,0,18.7875,C,Mr.
732,0.0,2,male,30.815379746835443,0,0,0.0,S,Mr.
733,0.0,2,male,23.0,0,0,13.0,S,Mr.
734,0.0,2,male,23.0,0,0,13.0,S,Mr.
735,0.0,3,male,28.5,0,0,16.1,S,Mr.
736,0.0,3,female,48.0,1,3,34.375,S,Mrs.
737,1.0,1,male,35.0,0,0,512.3292,C,Mr.
738,0.0,3,male,25.962263610315187,0,0,7.8958,S,Mr.
739,0.0,3,male,25.962263610315187,0,0,7.8958,S,Mr.
740,1.0,1,male,41.02927152317881,0,0,30.0,S,Mr.
741,0.0,1,male,36.0,1,0,78.85,S,Mr.
742,1.0,1,female,21.0,2,2,262.375,C,Miss.
743,0.0,3,male,24.0,1,0,16.1,S,Mr.
744,1.0,3,male,31.0,0,0,7.925,S,Mr.
745,0.0,1,male,70.0,1,1,71.0,S,Other
746,0.0,3,male,16.0,1,1,20.25,S,Mr.
747,1.0,2,female,30.0,0,0,13.0,S,Miss.
748,0.0,1,male,19.0,1,0,53.1,S,Mr.
749,0.0,3,male,31.0,0,0,7.75,Q,Mr.
750,1.0,2,female,4.0,1,1,23.0,S,Miss.
751,1.0,3,male,6.0,0,1,12.475,S,Master.
752,0.0,3,male,33.0,0,0,9.5,S,Other
753,0.0,3,male,23.0,0,0,7.8958,S,Mr.
754,1.0,2,female,48.0,1,2,65.0,S,Mrs.
755,1.0,2,male,0.67,1,1,14.5,S,Master.
756,0.0,3,male,28.0,0,0,7.7958,S,Mr.
757,0.0,2,male,18.0,0,0,11.5,S,Mr.
758,0.0,3,male,34.0,0,0,8.05,S,Mr.
759,1.0,1,female,33.0,0,0,86.5,S,Other
760,0.0,3,male,25.962263610315187,0,0,14.5,S,Mr.
761,0.0,3,male,41.0,0,0,7.125,S,Mr.
762,1.0,3,male,20.0,0,0,7.2292,C,Mr.
763,1.0,1,female,36.0,1,2,120.0,S,Mrs.
764,0.0,3,male,16.0,0,0,7.775,S,Mr.
765,1.0,1,female,51.0,1,0,77.9583,S,Mrs.
766,0.0,1,male,41.02927152317881,0,0,39.6,C,Other
767,0.0,3,female,30.5,0,0,7.75,Q,Miss.
768,0.0,3,male,25.962263610315187,1,0,24.15,Q,Mr.
769,0.0,3,male,32.0,0,0,8.3625,S,Mr.
770,0.0,3,male,24.0,0,0,9.5,S,Mr.
771,0.0,3,male,48.0,0,0,7.8542,S,Mr.
772,0.0,2,female,57.0,0,0,10.5,S,Mrs.
773,0.0,3,male,25.962263610315187,0,0,7.225,C,Mr.
774,1.0,2,female,54.0,1,3,23.0,S,Mrs.
775,0.0,3,male,18.0,0,0,7.75,S,Mr.
776,0.0,3,male,25.962263610315187,0,0,7.75,Q,Mr.
777,1.0,3,female,5.0,0,0,12.475,S,Miss.
778,0.0,3,male,25.962263610315187,0,0,7.7375,Q,Mr.
779,1.0,1,female,43.0,0,1,211.3375,S,Mrs.
780,1.0,3,female,13.0,0,0,7.2292,C,Miss.
781,1.0,1,female,17.0,1,0,57.0,S,Mrs.
782,0.0,1,male,29.0,0,0,30.0,S,Mr.
783,0.0,3,male,25.962263610315187,1,2,23.45,S,Mr.
784,0.0,3,male,25.0,0,0,7.05,S,Mr.
785,0.0,3,male,25.0,0,0,7.25,S,Mr.
786,1.0,3,female,18.0,0,0,7.4958,S,Miss.
787,0.0,3,male,8.0,4,1,29.125,Q,Master.
788,1.0,3,male,1.0,1,2,20.575,S,Master.
789,0.0,1,male,46.0,0,0,79.2,C,Mr.
790,0.0,3,male,25.962263610315187,0,0,7.75,Q,Mr.
791,0.0,2,male,16.0,0,0,26.0,S,Mr.
792,0.0,3,female,22.185328947368422,8,2,69.55,S,Miss.
793,0.0,1,male,41.02927152317881,0,0,30.6958,C,Mr.
794,0.0,3,male,25.0,0,0,7.8958,S,Mr.
795,0.0,2,male,39.0,0,0,13.0,S,Mr.
796,1.0,1,female,49.0,0,0,25.9292,S,Other
797,1.0,3,female,31.0,0,0,8.6833,S,Mrs.
798,0.0,3,male,30.0,0,0,7.2292,C,Other
799,0.0,3,female,30.0,1,1,24.15,S,Other
800,0.0,2,male,34.0,0,0,13.0,S,Mr.
801,1.0,2,female,31.0,1,1,26.25,S,Mrs.
802,1.0,1,male,11.0,1,2,120.0,S,Master.
803,1.0,3,male,0.42,0,1,8.5167,C,Master.
804,1.0,3,male,27.0,0,0,6.975,S,Mr.
805,0.0,3,male,31.0,0,0,7.775,S,Mr.
806,0.0,1,male,39.0,0,0,0.0,S,Mr.
807,0.0,3,female,18.0,0,0,7.775,S,Miss.
808,0.0,2,male,39.0,0,0,13.0,S,Mr.
809,1.0,1,female,33.0,1,0,53.1,S,Mrs.
810,0.0,3,male,26.0,0,0,7.8875,S,Mr.
811,0.0,3,male,39.0,0,0,24.15,S,Mr.
812,0.0,2,male,35.0,0,0,10.5,S,Mr.
813,0.0,3,female,6.0,4,2,31.275,S,Miss.
814,0.0,3,male,30.5,0,0,8.05,S,Mr.
815,0.0,1,male,41.02927152317881,0,0,0.0,S,Mr.
816,0.0,3,female,23.0,0,0,7.925,S,Miss.
817,0.0,2,male,31.0,1,1,37.0042,C,Mr.
818,0.0,3,male,43.0,0,0,6.45,S,Mr.
819,0.0,3,male,10.0,3,2,27.9,S,Master.
820,1.0,1,female,52.0,1,1,93.5,S,Mrs.
821,1.0,3,male,27.0,0,0,8.6625,S,Mr.
822,0.0,1,male,38.0,0,0,0.0,S,Other
823,1.0,3,female,27.0,0,1,12.475,S,Mrs.
824,0.0,3,male,2.0,4,1,39.6875,S,Master.
825,0.0,3,male,25.962263610315187,0,0,6.95,Q,Mr.
826,0.0,3,male,25.962263610315187,0,0,56.4958,S,Mr.
827,1.0,2,male,1.0,0,2,37.0042,C,Master.
828,1.0,3,male,25.962263610315187,0,0,7.75,Q,Mr.
829,1.0,1,female,62.0,0,0,80.0,S,Mrs.
830,1.0,3,female,15.0,1,0,14.4542,C,Mrs.
831,1.0,2,male,0.83,1,1,18.75,S,Master.
832,0.0,3,male,25.962263610315187,0,0,7.2292,C,Mr.
833,0.0,3,male,23.0,0,0,7.8542,S,Mr.
834,0.0,3,male,18.0,0,0,8.3,S,Mr.
835,1.0,1,female,39.0,1,1,83.1583,C,Miss.
836,0.0,3,male,21.0,0,0,8.6625,S,Mr.
837,0.0,3,male,25.962263610315187,0,0,8.05,S,Mr.
838,1.0,3,male,32.0,0,0,56.4958,S,Mr.
839,1.0,1,male,41.02927152317881,0,0,29.7,C,Mr.
840,0.0,3,male,20.0,0,0,7.925,S,Mr.
841,0.0,2,male,16.0,0,0,10.5,S,Mr.
842,1.0,1,female,30.0,0,0,31.0,C,Miss.
843,0.0,3,male,34.5,0,0,6.4375,C,Mr.
844,0.0,3,male,17.0,0,0,8.6625,S,Mr.
845,0.0,3,male,42.0,0,0,7.55,S,Mr.
846,0.0,3,male,25.962263610315187,8,2,69.55,S,Mr.
847,0.0,3,male,35.0,0,0,7.8958,C,Mr.
848,0.0,2,male,28.0,0,1,33.0,S,Other
849,1.0,1,female,37.037593984962406,1,0,89.1042,C,Mrs.
850,0.0,3,male,4.0,4,2,31.275,S,Master.
851,0.0,3,male,74.0,0,0,7.775,S,Mr.
852,0.0,3,female,9.0,1,1,15.2458,C,Miss.
853,1.0,1,female,16.0,0,1,39.4,S,Miss.
854,0.0,2,female,44.0,1,0,26.0,S,Mrs.
855,1.0,3,female,18.0,0,1,9.35,S,Mrs.
856,1.0,1,female,45.0,1,1,164.8667,S,Mrs.
857,1.0,1,male,51.0,0,0,26.55,S,Mr.
858,1.0,3,female,24.0,0,3,19.2583,C,Mrs.
859,0.0,3,male,25.962263610315187,0,0,7.2292,C,Mr.
860,0.0,3,male,41.0,2,0,14.1083,S,Mr.
861,0.0,2,male,21.0,1,0,11.5,S,Mr.
862,1.0,1,female,48.0,0,0,25.9292,S,Mrs.
863,0.0,3,female,22.185328947368422,8,2,69.55,S,Miss.
864,0.0,2,male,24.0,0,0,13.0,S,Mr.
865,1.0,2,female,42.0,0,0,13.0,S,Mrs.
866,1.0,2,female,27.0,1,0,13.8583,C,Other
867,0.0,1,male,31.0,0,0,50.4958,S,Mr.
868,0.0,3,male,25.962263610315187,0,0,9.5,S,Other
869,1.0,3,male,4.0,1,1,11.1333,S,Master.
870,0.0,3,male,26.0,0,0,7.8958,S,Mr.
871,1.0,1,female,47.0,1,1,52.5542,S,Mrs.
872,0.0,1,male,33.0,0,0,5.0,S,Mr.
873,0.0,3,male,47.0,0,0,9.0,S,Other
874,1.0,2,female,28.0,1,0,24.0,C,Mrs.
875,1.0,3,female,15.0,0,0,7.225,C,Miss.
876,0.0,3,male,20.0,0,0,9.8458,S,Mr.
877,0.0,3,male,19.0,0,0,7.8958,S,Mr.
878,0.0,3,male,25.962263610315187,0,0,7.8958,S,Mr.
879,1.0,1,female,56.0,0,1,83.1583,C,Mrs.
880,1.0,2,female,25.0,0,1,26.0,S,Mrs.
881,0.0,3,male,33.0,0,0,7.8958,S,Mr.
882,0.0,3,female,22.0,0,0,10.5167,S,Miss.
883,0.0,2,male,28.0,0,0,10.5,S,Mr.
884,0.0,3,male,25.0,0,0,7.05,S,Mr.
885,0.0,3,female,39.0,0,5,29.125,Q,Mrs.
886,0.0,2,male,27.0,0,0,13.0,S,Other
887,1.0,1,female,19.0,0,0,30.0,S,Miss.
888,0.0,3,female,22.185328947368422,1,2,23.45,S,Miss.
889,1.0,1,male,26.0,0,0,30.0,C,Mr.
890,0.0,3,male,32.0,0,0,7.75,Q,Mr.
